8,1.72459,1.329128,-2.213217,10,0.02459015,1.279128,-2.713217,18,1.72459,1.379128,-0.4132175,24,-1.27541,1.729128,-2.213217,28,0.9745902,1.679128,0.2867825
5,-0.2106167,-0.4181396,2.730068,10,1.12547,-0.3681396,-0.3223692,15,-1.608768,-0.2681396,1.096767,24,-0.09976169,0.08186042,-0.9847955,33,1.710742,-0.06813955,0.3613383
11,0.7352878,-0.3681396,-0.7781744,14,-1.809031,-0.3681395,0.4783859,21,1.710742,-0.3681395,0.3613383,28,-0.5357682,0.03186035,2.35023,31,1.243407,0.03186035,1.814472
5,-0.2106167,-0.4181396,2.730068,9,1.710742,-0.6681396,0.3613383,12,-0.09976169,-0.2181396,-0.9847955,30,0.4837315,0.03186035,2.464775,34,1.12547,0.2318604,-0.3223692
4,-0.5357682,-0.5681396,2.35023,10,1.12547,-0.3681396,-0.3223692,13,-0.669518,-0.3681395,-0.4970684,20,1.851147,-0.0181396,1.29423,27,-1.608768,0.03186035,1.096767
4,1.379187,-0.6313353,1.952743,7,2.159475,-0.6313353,0.2664303,14,-0.8659815,-0.4313352,1.662537,21,1.382856,-0.4313352,-1.047671,35,-0.1169044,0.1686647,-1.074502
0,-0.8434663,-0.563786,-0.6095566,9,1.366061,-0.713786,-1.065614,15,-0.2934076,-0.313786,1.901904,29,1.856165,0.136214,1.944751,34,0.46624,0.186214,-1.08355
0,-0.8429982,-0.5593526,-0.5973161,4,1.365266,-0.6093526,1.939624,18,2.126763,-0.3093526,1.252149,32,2.15659,0.2406474,-0.5476044,34,0.4651086,0.1906474,-1.075706
11,-0.1348091,-0.4093527,-1.085648,13,-0.8554261,-0.4093525,0.1525809,21,1.364985,-0.4093525,-1.060792,28,1.365266,-0.009352684,1.939624,30,2.126763,-0.009352684,1.252149
3,-0.2825719,-0.6188177,1.922692,13,-0.8699923,-0.4188176,0.1684296,20,2.135315,-0.06881773,-0.5600126,28,1.367386,-0.01881778,1.934538,34,0.4389485,0.1811823,-1.072205
0,0.7386907,0.6777054,1.695291,6,-2.296692,0.6777054,-0.2505905,16,-0.8058995,0.9777055,-0.7774089,20,-2.260827,0.9777055,1.749088,34,-0.752102,1.277705,2.222109
1,0.7207582,0.6777054,0.6954513,11,-1.751941,0.6777054,2.240041,16,-0.8058995,0.9777055,-0.7774089,26,0.7028257,1.277705,-0.304388,34,-0.752102,1.277705,2.222109
1,0.7207582,0.6777054,0.6954513,21,0.2477373,0.9777055,2.204176,23,-1.751941,0.9777055,2.240041,26,0.7028257,1.277705,-0.304388,28,-0.8058995,1.277705,-0.7774089
0,1.40323,-0.4255708,1.025622,9,0.8938478,-0.4255708,1.516061,14,1.441117,-0.1255708,-0.9740191,29,-1.048963,0.1744292,-1.521288,34,-0.105973,0.1744292,1.497117
1,1.419946,-0.3955237,0.04863538,7,-1.578308,-0.3955237,-0.05373122,15,0.97142,-0.0955236,-1.467552,22,-0.1303644,-0.0955236,1.496579,32,-1.61243,0.2044764,0.9456865
7,1.811206,-0.3837997,0.8000082,11,1.376576,-0.3837997,-0.720221,17,1.246772,-0.0837996,2.276969,25,-1.185985,0.2162004,0.6702045,27,-0.7513548,0.2162004,2.190434
1,-1.183434,-0.3886256,0.6666005,6,1.768454,-0.3886256,1.800776,21,-0.6163464,-0.08862555,-0.8093437,26,-1.228498,0.2113744,1.665585,35,1.381622,0.2113744,-0.7192162
1,-1.183434,-0.3886256,0.6666005,15,-0.7515378,-0.08862555,2.187609,19,1.813518,-0.08862555,0.8017918,29,1.24643,0.2113744,2.277736,35,1.381622,0.2113744,-0.7192162
0,-1.146027,-0.3916081,-0.3260518,10,0.3745023,-0.3916081,-0.7596297,20,1.851073,-0.09160805,-0.1941745,25,-1.189986,0.2083919,0.6729816,29,1.241658,0.2083919,2.281429
8,1.851073,-0.3916081,-0.1941745,15,-0.7564083,-0.09160805,2.193511,22,0.3745023,-0.09160805,-0.7596297,25,-1.189986,0.2083919,0.6729816,31,1.807114,0.2083919,0.8048589
