TimeSinceStart,TrialNo,TrialID,ParticipantID,FurnitureCondition,AlignmentCondition,Info,CardSeen,CardAnswered,CardPosition.x,CardPosition.y,CardPosition.z
253.12,1,Training,1,HasFurniture,Regular,Prepare Phase,,,,,
257.2,1,Training,1,HasFurniture,Regular,Learning Phase,,,,,
260.24,1,Training,1,HasFurniture,Regular,Card,2,,-0.06763297,-0.4505386,2.437694
265.06,1,Training,1,HasFurniture,Regular,Card,20,,1.469837,-0.1505386,-0.8236226
267.96,1,Training,1,HasFurniture,Regular,Card,30,,2.501992,0.1494614,0.8894612
276.6,1,Training,1,HasFurniture,Regular,Card,25,,-0.5837106,0.1494614,1.581152
284.12,1,Training,1,HasFurniture,Regular,Card,11,,0.7835274,-0.4505386,-0.9938544
284.12,1,Training,1,HasFurniture,Regular,Distractor,,,,,
284.12,1,Training,1,HasFurniture,Regular,Distractor Number: 4,,,,,
289.36,1,Training,1,HasFurniture,Regular,Distractor Number: 3,,,,,
294.38,1,Training,1,HasFurniture,Regular,Distractor Number: 1,,,,,
299.42,1,Training,1,HasFurniture,Regular,Distractor Number: 1,,,,,
304.44,1,Training,1,HasFurniture,Regular,Distractor Number: 4,,,,,
308.12,1,Training,1,HasFurniture,Regular,Distractor Number: 8,,,,,
311.98,1,Training,1,HasFurniture,Regular,Distractor Number: 5,,,,,
314.46,1,Training,1,HasFurniture,Regular,Recall Phase,,,,,
326.96,1,Training,1,HasFurniture,Regular,Card,,11,0.7670776,-0.4292655,-1.004419
328.3,1,Training,1,HasFurniture,Regular,Card,,32,1.454643,0.1707345,-0.8393317
331.62,1,Training,1,HasFurniture,Regular,Card,,30,2.499599,0.1707345,0.8659741
336.42,1,Training,1,HasFurniture,Regular,Card,,14,-0.05836016,-0.1292654,2.433407
339.98,1,Training,1,HasFurniture,Regular,Card,,25,-0.580838,0.1707345,1.580755
347.5,1,Training,1,HasFurniture,Regular,Result,,,,,
350,2,1,1,HasFurniture,Regular,Prepare Phase,,,,,
385.16,2,1,1,HasFurniture,Regular,Learning Phase,,,,,
392.14,2,1,1,HasFurniture,Regular,Card,27,,0.6380514,0.1702683,2.605391
394.16,2,1,1,HasFurniture,Regular,Card,25,,-0.5697168,0.1702683,1.584951
398.9,2,1,1,HasFurniture,Regular,Card,11,,0.7839664,-0.4297317,-0.997207
402.1,2,1,1,HasFurniture,Regular,Card,7,,1.991735,-0.4297317,0.02323222
404.72,2,1,1,HasFurniture,Regular,Card,17,,2.345685,-0.1297317,1.564245
405.6,2,1,1,HasFurniture,Regular,Distractor,,,,,
405.6,2,1,1,HasFurniture,Regular,Distractor Number: 2,,,,,
410.4,2,1,1,HasFurniture,Regular,Distractor Number: 6,,,,,
412.88,2,1,1,HasFurniture,Regular,Distractor Number: 5,,,,,
415.4,2,1,1,HasFurniture,Regular,Distractor Number: 1,,,,,
417.78,2,1,1,HasFurniture,Regular,Distractor Number: 5,,,,,
421.96,2,1,1,HasFurniture,Regular,Recall Phase,,,,,
425.88,2,1,1,HasFurniture,Regular,Card,,26,-0.04914373,0.1702683,2.438768
429.38,2,1,1,HasFurniture,Regular,Card,,12,-1.09029,-0.1297317,0.7311343
432.88,2,1,1,HasFurniture,Regular,Card,,11,0.7839664,-0.4297317,-0.997207
434.6,2,1,1,HasFurniture,Regular,Card,,19,1.991735,-0.1297317,0.02323222
437.74,2,1,1,HasFurniture,Regular,Card,,17,2.345685,-0.1297317,1.564245
456.06,2,1,1,HasFurniture,Regular,Result,,,,,
464.32,3,2,1,HasFurniture,Regular,Prepare Phase,,,,,
474.42,3,2,1,HasFurniture,Regular,Learning Phase,,,,,
477.9,3,2,1,HasFurniture,Regular,Card,26,,-0.05443698,0.1828396,2.439403
481.16,3,2,1,HasFurniture,Regular,Card,1,,-0.5742265,-0.4171604,1.585108
483.78,3,2,1,HasFurniture,Regular,Card,21,,-0.9267635,-0.1171603,0.04377168
486.96,3,2,1,HasFurniture,Regular,Card,35,,0.7818251,0.1828396,-0.9958073
491.04,3,2,1,HasFurniture,Regular,Card,6,,2.508446,-0.4171604,0.8800338
492.22,3,2,1,HasFurniture,Regular,Distractor,,,,,
492.22,3,2,1,HasFurniture,Regular,Distractor Number: 7,,,,,
497.9,3,2,1,HasFurniture,Regular,Distractor Number: 7,,,,,
502.22,3,2,1,HasFurniture,Regular,Distractor Number: 7,,,,,
507.24,3,2,1,HasFurniture,Regular,Distractor Number: 7,,,,,
510.6,3,2,1,HasFurniture,Regular,Distractor Number: 1,,,,,
513.08,3,2,1,HasFurniture,Regular,Distractor Number: 4,,,,,
514.06,3,2,1,HasFurniture,Regular,Recall Phase,,,,,
518.14,3,2,1,HasFurniture,Regular,Card,,26,-0.05443698,0.1828396,2.439403
519.52,3,2,1,HasFurniture,Regular,Card,,1,-0.5742265,-0.4171604,1.585108
521.22,3,2,1,HasFurniture,Regular,Card,,21,-0.9267635,-0.1171603,0.04377168
523.64,3,2,1,HasFurniture,Regular,Card,,35,0.7818251,0.1828396,-0.9958073
525.84,3,2,1,HasFurniture,Regular,Card,,6,2.508446,-0.4171604,0.8800338
529.4,3,2,1,HasFurniture,Regular,Result,,,,,
532.02,4,3,1,HasFurniture,Regular,Prepare Phase,,,,,
533.68,4,3,1,HasFurniture,Regular,Learning Phase,,,,,
534.88,4,3,1,HasFurniture,Regular,Card,29,,2.341194,0.1828396,1.567076
538.06,4,3,1,HasFurniture,Regular,Card,15,,0.632605,-0.1171603,2.606655
541.7,4,3,1,HasFurniture,Regular,Card,1,,-0.5742265,-0.4171604,1.585108
545.84,4,3,1,HasFurniture,Regular,Card,35,,0.7818251,0.1828396,-0.9958073
548.34,4,3,1,HasFurniture,Regular,Card,19,,1.988657,-0.1171603,0.02573943
549.96,4,3,1,HasFurniture,Regular,Distractor,,,,,
549.96,4,3,1,HasFurniture,Regular,Distractor Number: 6,,,,,
555.24,4,3,1,HasFurniture,Regular,Distractor Number: 2,,,,,
557.7,4,3,1,HasFurniture,Regular,Distractor Number: 8,,,,,
559.64,4,3,1,HasFurniture,Regular,Distractor Number: 1,,,,,
563.44,4,3,1,HasFurniture,Regular,Distractor Number: 4,,,,,
565.98,4,3,1,HasFurniture,Regular,Distractor Number: 1,,,,,
567.26,4,3,1,HasFurniture,Regular,Recall Phase,,,,,
571.64,4,3,1,HasFurniture,Regular,Card,,6,2.501819,-0.4084977,0.8779783
574,4,3,1,HasFurniture,Regular,Card,,35,0.7839326,0.1915023,-1.005865
576.76,4,3,1,HasFurniture,Regular,Card,,29,2.331377,0.1915023,1.564236
578.36,4,3,1,HasFurniture,Regular,Card,,15,0.617976,-0.1084976,2.595865
