TimeSinceStart,TrialNo,TrialID,ParticipantID,FurnitureCondition,AlignmentCondition,Info,CardSeen,CardAnswered,CardPosition.x,CardPosition.y,CardPosition.z
360.32,1,Training,7,HasFurniture,Irregular,Prepare Phase,,,,,
465.94,1,Training,7,HasFurniture,Irregular,Learning Phase,,,,,
472.92,1,Training,7,HasFurniture,Irregular,Card,12,,-0.4750942,-0.2895597,1.341803
478.2,1,Training,7,HasFurniture,Irregular,Card,33,,1.612369,-0.1433878,0.4135938
479.2,1,Training,7,HasFurniture,Irregular,Card,10,,0.7314866,-0.4433879,0.5981079
484.7,1,Training,7,HasFurniture,Irregular,Card,29,,2.765734,0.1066122,3.237111
503.52,1,Training,7,HasFurniture,Irregular,Card,6,,2.866912,-0.6433879,2.500726
503.52,1,Training,7,HasFurniture,Irregular,Distractor,,,,,
503.52,1,Training,7,HasFurniture,Irregular,Distractor Number: 1,,,,,
510.94,1,Training,7,HasFurniture,Irregular,Distractor Number: 4,,,,,
515.98,1,Training,7,HasFurniture,Irregular,Distractor Number: 4,,,,,
517.34,1,Training,7,HasFurniture,Irregular,Distractor Number: 4,,,,,
520.66,1,Training,7,HasFurniture,Irregular,Distractor Number: 6,,,,,
524.98,1,Training,7,HasFurniture,Irregular,Distractor Number: 3,,,,,
529.74,1,Training,7,HasFurniture,Irregular,Distractor Number: 5,,,,,
530.94,1,Training,7,HasFurniture,Irregular,Recall Phase,,,,,
535.72,1,Training,7,HasFurniture,Irregular,Card,,29,2.768685,0.0990932,3.240175
537.22,1,Training,7,HasFurniture,Irregular,Card,,6,2.868053,-0.6509069,2.503544
542.46,1,Training,7,HasFurniture,Irregular,Card,,0,-0.4400618,-0.6009068,1.364958
546.04,1,Training,7,HasFurniture,Irregular,Card,,33,1.60838,-0.1509068,0.4195031
557.04,1,Training,7,HasFurniture,Irregular,Card,,10,0.7365003,-0.4467624,0.6096663
566.46,1,Training,7,HasFurniture,Irregular,Result,,,,,
585.48,2,1,7,HasFurniture,Irregular,Prepare Phase,,,,,
587.1,2,1,7,HasFurniture,Irregular,Learning Phase,,,,,
589.04,2,1,7,HasFurniture,Irregular,Card,14,,-0.007086277,-0.4266573,3.536526
592.58,2,1,7,HasFurniture,Irregular,Card,35,,0.1050743,0.1733426,0.7010505
594.7,2,1,7,HasFurniture,Irregular,Card,21,,1.572209,-0.4266573,0.3887765
598.18,2,1,7,HasFurniture,Irregular,Card,7,,2.625319,-0.6266574,1.493747
599.58,2,1,7,HasFurniture,Irregular,Card,4,,2.245662,-0.6266574,3.312637
608.98,2,1,7,HasFurniture,Irregular,Distractor,,,,,
608.98,2,1,7,HasFurniture,Irregular,Distractor Number: 4,,,,,
617.36,2,1,7,HasFurniture,Irregular,Distractor Number: 2,,,,,
619.08,2,1,7,HasFurniture,Irregular,Distractor Number: 5,,,,,
621.78,2,1,7,HasFurniture,Irregular,Distractor Number: 5,,,,,
625.78,2,1,7,HasFurniture,Irregular,Distractor Number: 6,,,,,
629.88,2,1,7,HasFurniture,Irregular,Distractor Number: 6,,,,,
633.06,2,1,7,HasFurniture,Irregular,Distractor Number: 1,,,,,
634.1,2,1,7,HasFurniture,Irregular,Recall Phase,,,,,
638.4,2,1,7,HasFurniture,Irregular,Card,,2,-0.009216309,-0.7331409,3.555001
641.36,2,1,7,HasFurniture,Irregular,Card,,35,0.08818853,0.166859,0.7189809
644.96,2,1,7,HasFurniture,Irregular,Card,,9,1.553679,-0.7331409,0.3990769
648.78,2,1,7,HasFurniture,Irregular,Card,,30,2.825793,-0.03314102,2.475546
650.76,2,1,7,HasFurniture,Irregular,Card,,7,2.612524,-0.633141,1.498553
655.46,2,1,7,HasFurniture,Irregular,Result,,,,,
658.12,3,2,7,HasFurniture,Irregular,Prepare Phase,,,,,
662.36,3,2,7,HasFurniture,Irregular,Learning Phase,,,,,
664.22,3,2,7,HasFurniture,Irregular,Card,15,,0.6562824,-0.326124,3.684742
668.4,3,2,7,HasFurniture,Irregular,Card,0,,-0.4870954,-0.5750349,1.347618
674.12,3,2,7,HasFurniture,Irregular,Card,34,,0.6793627,0.1749651,0.5864509
677.04,3,2,7,HasFurniture,Irregular,Card,9,,1.559405,-0.7250348,0.3979666
679.76,3,2,7,HasFurniture,Irregular,Card,29,,2.725489,0.1249652,3.216255
680.54,3,2,7,HasFurniture,Irregular,Distractor,,,,,
680.54,3,2,7,HasFurniture,Irregular,Distractor Number: 2,,,,,
686.74,3,2,7,HasFurniture,Irregular,Distractor Number: 2,,,,,
690.22,3,2,7,HasFurniture,Irregular,Distractor Number: 1,,,,,
693.08,3,2,7,HasFurniture,Irregular,Distractor Number: 4,,,,,
