TimeSinceStart,TrialNo,TrialID,ParticipantID,FurnitureCondition,AlignmentCondition,Info,CardSeen,CardAnswered,CardPosition.x,CardPosition.y,CardPosition.z
387.92,1,Training,15,HasFurniture,Irregular,Prepare Phase,,,,,
486.64,1,Training,15,HasFurniture,Irregular,Learning Phase,,,,,
495.68,1,Training,15,HasFurniture,Irregular,Card,12,,0.4577765,-0.3055379,0.5579494
499.98,1,Training,15,HasFurniture,Irregular,Card,33,,-1.604182,-0.1555378,1.473552
502.66,1,Training,15,HasFurniture,Irregular,Card,10,,-0.721137,-0.4555379,1.299679
508.8,1,Training,15,HasFurniture,Irregular,Card,29,,-2.723395,0.09446216,-1.363676
515.1,1,Training,15,HasFurniture,Irregular,Card,6,,-2.833452,-0.6555379,-0.6285658
516.2,1,Training,15,HasFurniture,Irregular,Distractor,,,,,
516.2,1,Training,15,HasFurniture,Irregular,Distractor Number: 6,,,,,
525.54,1,Training,15,HasFurniture,Irregular,Distractor Number: 8,,,,,
527.62,1,Training,15,HasFurniture,Irregular,Distractor Number: 1,,,,,
530.16,1,Training,15,HasFurniture,Irregular,Distractor Number: 6,,,,,
535.18,1,Training,15,HasFurniture,Irregular,Distractor Number: 2,,,,,
539.04,1,Training,15,HasFurniture,Irregular,Distractor Number: 7,,,,,
543.5,1,Training,15,HasFurniture,Irregular,Distractor Number: 2,,,,,
545.6,1,Training,15,HasFurniture,Irregular,Distractor Number: 2,,,,,
547.64,1,Training,15,HasFurniture,Irregular,Recall Phase,,,,,
562.56,1,Training,15,HasFurniture,Irregular,Card,,26,0.0308454,-0.1416185,-1.648901
571.12,1,Training,15,HasFurniture,Irregular,Card,,21,-1.558051,-0.4416184,1.494013
576.18,1,Training,15,HasFurniture,Irregular,Card,,30,-2.812979,-0.04161859,-0.5928882
583,1,Training,15,HasFurniture,Irregular,Card,,29,-2.711936,0.1083815,-1.329292
594.48,1,Training,15,HasFurniture,Irregular,Card,,23,-0.1252362,-0.1403697,1.180185
601.96,1,Training,15,HasFurniture,Irregular,Result,,,,,
606.14,2,1,15,HasFurniture,Irregular,Prepare Phase,,,,,
667.86,2,1,15,HasFurniture,Irregular,Learning Phase,,,,,
669,2,1,15,HasFurniture,Irregular,Card,14,,0.03950369,-0.4403696,-1.652722
674.02,2,1,15,HasFurniture,Irregular,Card,35,,-0.1252362,0.1596303,1.180185
676.94,2,1,15,HasFurniture,Irregular,Card,21,,-1.597912,-0.4403696,1.465189
680.28,2,1,15,HasFurniture,Irregular,Card,4,,-2.21701,-0.6403697,-1.470661
688.82,2,1,15,HasFurniture,Irregular,Card,7,,-2.630342,-0.6403697,0.3408734
689.8,2,1,15,HasFurniture,Irregular,Distractor,,,,,
689.8,2,1,15,HasFurniture,Irregular,Distractor Number: 2,,,,,
694.88,2,1,15,HasFurniture,Irregular,Distractor Number: 1,,,,,
697.42,2,1,15,HasFurniture,Irregular,Distractor Number: 2,,,,,
699.82,2,1,15,HasFurniture,Irregular,Distractor Number: 4,,,,,
702,2,1,15,HasFurniture,Irregular,Distractor Number: 5,,,,,
704.16,2,1,15,HasFurniture,Irregular,Distractor Number: 4,,,,,
706.6,2,1,15,HasFurniture,Irregular,Distractor Number: 5,,,,,
706.98,2,1,15,HasFurniture,Irregular,Distractor Number: 1,,,,,
709.18,2,1,15,HasFurniture,Irregular,Distractor Number: 4,,,,,
712.92,2,1,15,HasFurniture,Irregular,Distractor Number: 6,,,,,
715.78,2,1,15,HasFurniture,Irregular,Distractor Number: 4,,,,,
718.54,2,1,15,HasFurniture,Irregular,Distractor Number: 8,,,,,
720.88,2,1,15,HasFurniture,Irregular,Distractor Number: 3,,,,,
721.64,2,1,15,HasFurniture,Irregular,Recall Phase,,,,,
731.5,2,1,15,HasFurniture,Irregular,Card,,26,0.03971314,-0.1265895,-1.631244
734.24,2,1,15,HasFurniture,Irregular,Card,,11,-0.07868934,-0.4265896,1.203978
736.36,2,1,15,HasFurniture,Irregular,Card,,21,-1.546508,-0.4265895,1.513021
741.84,2,1,15,HasFurniture,Irregular,Card,,7,-2.597183,-0.6265896,0.4057345
744.54,2,1,15,HasFurniture,Irregular,Card,,5,-2.709869,-0.4904213,-1.360306
749.58,2,1,15,HasFurniture,Irregular,Result,,,,,
752.24,3,2,15,HasFurniture,Irregular,Prepare Phase,,,,,
757.5,3,2,15,HasFurniture,Irregular,Learning Phase,,,,,
758.54,3,2,15,HasFurniture,Irregular,Card,15,,-0.5995785,-0.3283353,-1.774452
763.2,3,2,15,HasFurniture,Irregular,Card,0,,0.4840924,-0.5783353,0.5569979
765.44,3,2,15,HasFurniture,Irregular,Card,34,,-0.690994,0.1716647,1.304776
771.12,3,2,15,HasFurniture,Irregular,Card,29,,-2.706913,0.1216648,-1.348255
781.18,3,2,15,HasFurniture,Irregular,Card,9,,-1.573134,-0.7283353,1.483184
781.18,3,2,15,HasFurniture,Irregular,Distractor,,,,,
781.18,3,2,15,HasFurniture,Irregular,Distractor Number: 5,,,,,
786.06,3,2,15,HasFurniture,Irregular,Distractor Number: 7,,,,,
788.48,3,2,15,HasFurniture,Irregular,Distractor Number: 7,,,,,
790.94,3,2,15,HasFurniture,Irregular,Distractor Number: 8,,,,,
793.08,3,2,15,HasFurniture,Irregular,Distractor Number: 1,,,,,
795.32,3,2,15,HasFurniture,Irregular,Distractor Number: 6,,,,,
797.78,3,2,15,HasFurniture,Irregular,Distractor Number: 7,,,,,
797.88,3,2,15,HasFurniture,Irregular,Recall Phase,,,,,
804.26,3,2,15,HasFurniture,Irregular,Card,,26,0.0340296,-0.133211,-1.644031
806.46,3,2,15,HasFurniture,Irregular,Card,,0,0.4752202,-0.5832111,0.5622901
808.22,3,2,15,HasFurniture,Irregular,Card,,9,-1.584029,-0.733211,1.48397
812.96,3,2,15,HasFurniture,Irregular,Card,,19,-2.623409,-0.3332111,0.3660744
815.34,3,2,15,HasFurniture,Irregular,Card,,17,-2.711606,-0.183211,-1.349945
819.24,3,2,15,HasFurniture,Irregular,Result,,,,,
823.36,4,3,15,HasFurniture,Irregular,Prepare Phase,,,,,
834.2,4,3,15,HasFurniture,Irregular,Learning Phase,,,,,
836.7,4,3,15,HasFurniture,Irregular,Card,0,,0.4821355,-0.5729326,0.5689607
841,4,3,15,HasFurniture,Irregular,Card,34,,-0.6948736,0.1770674,1.313709
844.12,4,3,15,HasFurniture,Irregular,Card,32,,-2.459853,0.2270675,1.156075
846.58,4,3,15,HasFurniture,Irregular,Card,18,,-2.812122,-0.3229326,-0.6091175
849.22,4,3,15,HasFurniture,Irregular,Card,4,,-2.213618,-0.6229326,-1.44236
850.62,4,3,15,HasFurniture,Irregular,Distractor,,,,,
850.62,4,3,15,HasFurniture,Irregular,Distractor Number: 8,,,,,
853.96,4,3,15,HasFurniture,Irregular,Distractor Number: 5,,,,,
855.86,4,3,15,HasFurniture,Irregular,Distractor Number: 6,,,,,
858.56,4,3,15,HasFurniture,Irregular,Distractor Number: 1,,,,,
860.56,4,3,15,HasFurniture,Irregular,Distractor Number: 7,,,,,
862.44,4,3,15,HasFurniture,Irregular,Distractor Number: 7,,,,,
864.56,4,3,15,HasFurniture,Irregular,Distractor Number: 7,,,,,
866.7,4,3,15,HasFurniture,Irregular,Recall Phase,,,,,
870.98,4,3,15,HasFurniture,Irregular,Card,,2,0.05234349,-0.7460963,-1.644531
875.8,4,3,15,HasFurniture,Irregular,Card,,34,-0.6617028,0.1539037,1.312264
877.8,4,3,15,HasFurniture,Irregular,Card,,33,-1.542924,-0.1460962,1.495154
883.42,4,3,15,HasFurniture,Irregular,Card,,6,-2.793617,-0.6460963,-0.5942882
892.46,4,3,15,HasFurniture,Irregular,Card,,29,-2.691081,0.1039038,-1.330486
896.42,4,3,15,HasFurniture,Irregular,Result,,,,,
899.74,5,4,15,HasFurniture,Irregular,Prepare Phase,,,,,
910.36,5,4,15,HasFurniture,Irregular,Learning Phase,,,,,
914.34,5,4,15,HasFurniture,Irregular,Card,13,,0.3496623,-0.4179221,-0.1350247
917.8,5,4,15,HasFurniture,Irregular,Card,11,,-0.09794748,-0.4179223,1.225911
919.42,5,4,15,HasFurniture,Irregular,Card,21,,-1.570174,-0.4179221,1.513226
925.02,5,4,15,HasFurniture,Irregular,Card,28,,-2.193878,-0.01792228,-1.42165
925.58,5,4,15,HasFurniture,Irregular,Card,30,,-2.795911,-0.01792228,-0.5909532
927.3,5,4,15,HasFurniture,Irregular,Distractor,,,,,
927.3,5,4,15,HasFurniture,Irregular,Distractor Number: 3,,,,,
932.2599,5,4,15,HasFurniture,Irregular,Distractor Number: 8,,,,,
934.72,5,4,15,HasFurniture,Irregular,Distractor Number: 4,,,,,
936.58,5,4,15,HasFurniture,Irregular,Distractor Number: 8,,,,,
940.7599,5,4,15,HasFurniture,Irregular,Distractor Number: 8,,,,,
943.1,5,4,15,HasFurniture,Irregular,Distractor Number: 3,,,,,
944.62,5,4,15,HasFurniture,Irregular,Recall Phase,,,,,
950.82,5,4,15,HasFurniture,Irregular,Card,,14,0.0500778,-0.4290402,-1.635301
953.74,5,4,15,HasFurniture,Irregular,Card,,13,0.3564559,-0.4290402,-0.1669232
957.82,5,4,15,HasFurniture,Irregular,Card,,35,-0.07347214,0.1709597,1.199701
958,5,4,15,HasFurniture,Irregular,Card,,23,-0.07347214,-0.1290402,1.199701
961.74,5,4,15,HasFurniture,Irregular,Card,,21,-1.54185,-0.4290402,1.506079
972,5,4,15,HasFurniture,Irregular,Result,,,,,
974.68,6,5,15,HasFurniture,Irregular,Prepare Phase,,,,,
987.52,6,5,15,HasFurniture,Irregular,Learning Phase,,,,,
991.56,6,5,15,HasFurniture,Irregular,Card,13,,0.3659277,-0.4341828,-0.1633336
999.24,6,5,15,HasFurniture,Irregular,Card,28,,-2.190708,-0.03418291,-1.423736
1028.42,6,5,15,HasFurniture,Irregular,Card,3,,-0.5995563,-0.6189995,-1.775784
1034.6,6,5,15,HasFurniture,Irregular,Card,34,,-0.6822101,0.1904242,1.338637
1038,6,5,15,HasFurniture,Irregular,Card,20,,-2.446772,-0.0595758,1.1764
1044.54,6,5,15,HasFurniture,Irregular,Distractor,,,,,
1044.54,6,5,15,HasFurniture,Irregular,Distractor Number: 4,,,,,
1048.12,6,5,15,HasFurniture,Irregular,Distractor Number: 3,,,,,
1052.46,6,5,15,HasFurniture,Irregular,Distractor Number: 8,,,,,
1054.88,6,5,15,HasFurniture,Irregular,Distractor Number: 1,,,,,
1057.2,6,5,15,HasFurniture,Irregular,Distractor Number: 1,,,,,
1060.28,6,5,15,HasFurniture,Irregular,Distractor Number: 6,,,,,
1061.04,6,5,15,HasFurniture,Irregular,Recall Phase,,,,,
1065,6,5,15,HasFurniture,Irregular,Card,,4,-2.209268,-0.6138231,-1.455544
1069.26,6,5,15,HasFurniture,Irregular,Card,,8,-2.448306,-0.3638231,1.143564
1074.94,6,5,15,HasFurniture,Irregular,Card,,9,-1.565002,-0.7138231,1.474886
1082.14,6,5,15,HasFurniture,Irregular,Card,,14,0.0456003,-0.413823,-1.65696
1082.24,6,5,15,HasFurniture,Irregular,Card,,2,0.0456003,-0.7138231,-1.65696
1088.52,6,5,15,HasFurniture,Irregular,Result,,,,,
1397.96,7,Training,15,HasFurniture,Regular,Prepare Phase,,,,,
1410.14,7,Training,15,HasFurniture,Regular,Learning Phase,,,,,
1412.9,7,Training,15,HasFurniture,Regular,Card,2,,1.573823,0.8839608,-0.1512617
1416.3,7,Training,15,HasFurniture,Regular,Card,25,,1.778497,1.483961,0.8275687
1423.82,7,Training,15,HasFurniture,Regular,Card,11,,-0.3615682,0.8839608,2.807498
1425.14,7,Training,15,HasFurniture,Regular,Card,20,,-0.9533202,1.183961,2.42042
1427.56,7,Training,15,HasFurniture,Regular,Card,30,,-1.362668,1.483961,0.4627596
1430.2,7,Training,15,HasFurniture,Regular,Distractor,,,,,
1430.2,7,Training,15,HasFurniture,Regular,Distractor Number: 4,,,,,
1434.92,7,Training,15,HasFurniture,Regular,Distractor Number: 8,,,,,
1438.84,7,Training,15,HasFurniture,Regular,Distractor Number: 1,,,,,
1441.22,7,Training,15,HasFurniture,Regular,Distractor Number: 6,,,,,
1444.08,7,Training,15,HasFurniture,Regular,Distractor Number: 2,,,,,
1447.56,7,Training,15,HasFurniture,Regular,Distractor Number: 7,,,,,
1447.6,7,Training,15,HasFurniture,Regular,Recall Phase,,,,,
1452.4,7,Training,15,HasFurniture,Regular,Card,,18,-1.362668,1.183961,0.4627596
1457.9,7,Training,15,HasFurniture,Regular,Card,,20,-0.9533202,1.183961,2.42042
1463.4,7,Training,15,HasFurniture,Regular,Card,,25,1.778497,1.483961,0.8275687
1466.04,7,Training,15,HasFurniture,Regular,Card,,2,1.573823,0.8839608,-0.1512617
1468.06,7,Training,15,HasFurniture,Regular,Card,,13,1.778497,1.183961,0.8275687
1472.68,7,Training,15,HasFurniture,Regular,Result,,,,,
1475.66,8,6,15,HasFurniture,Regular,Prepare Phase,,,,,
1479.12,8,6,15,HasFurniture,Regular,Learning Phase,,,,,
1481.36,8,6,15,HasFurniture,Regular,Card,27,,0.9820713,1.483961,-0.53834
1487.46,8,6,15,HasFurniture,Regular,Card,25,,1.778497,1.483961,0.8275687
1493.16,8,6,15,HasFurniture,Regular,Card,11,,-0.3615682,0.8839608,2.807498
1498.58,8,6,15,HasFurniture,Regular,Card,17,,-0.9755895,1.183961,-0.1289924
1532,8,6,15,HasFurniture,Regular,Card,7,,-1.17046,0.8958709,1.437603
1532,8,6,15,HasFurniture,Regular,Distractor,,,,,
1532,8,6,15,HasFurniture,Regular,Distractor Number: 4,,,,,
1537.86,8,6,15,HasFurniture,Regular,Distractor Number: 8,,,,,
1540.16,8,6,15,HasFurniture,Regular,Distractor Number: 2,,,,,
1543.1,8,6,15,HasFurniture,Regular,Distractor Number: 8,,,,,
1546.58,8,6,15,HasFurniture,Regular,Distractor Number: 2,,,,,
