TimeSinceStart,TrialNo,TrialID,ParticipantID,FurnitureCondition,AlignmentCondition,Info,CardSeen,CardAnswered,CardPosition.x,CardPosition.y,CardPosition.z
153.84,1,Training,3,HasFurniture,Irregular,Prepare Phase,,,,,
162.5,1,Training,3,HasFurniture,Irregular,Learning Phase,,,,,
166.76,1,Training,3,HasFurniture,Irregular,Card,12,,-1.290364,-0.3089318,0.7069928
178.52,1,Training,3,HasFurniture,Irregular,Card,29,,2.160649,0.111004,1.945823
181.94,1,Training,3,HasFurniture,Irregular,Card,6,,2.133778,-0.6389961,1.203005
189.62,1,Training,3,HasFurniture,Irregular,Card,33,,0.5392343,-0.138996,-0.6374918
193.18,1,Training,3,HasFurniture,Irregular,Card,10,,-0.2968366,-0.4389961,-0.304347
250.78,1,Training,3,HasFurniture,Irregular,Distractor,,,,,
250.78,1,Training,3,HasFurniture,Irregular,Distractor Number: 2,,,,,
262.88,1,Training,3,HasFurniture,Irregular,Distractor Number: 3,,,,,
267.56,1,Training,3,HasFurniture,Irregular,Distractor Number: 6,,,,,
270.56,1,Training,3,HasFurniture,Irregular,Distractor Number: 1,,,,,
273.72,1,Training,3,HasFurniture,Irregular,Distractor Number: 1,,,,,
274.6,1,Training,3,HasFurniture,Irregular,Recall Phase,,,,,
285.64,1,Training,3,HasFurniture,Irregular,Card,,0,-2.059707,-0.4380872,-0.8632836
290.4,1,Training,3,HasFurniture,Irregular,Card,,2,-1.173206,-0.5880872,1.204715
293.04,1,Training,3,HasFurniture,Irregular,Card,,27,-0.5232399,0.1119127,1.198092
295.68,1,Training,3,HasFurniture,Irregular,Card,,6,1.406825,-0.4880872,-0.3908862
300.48,1,Training,3,HasFurniture,Irregular,Card,,31,1.012824,0.1119127,-1.309996
304.78,1,Training,3,HasFurniture,Irregular,Result,,,,,
307.14,2,1,3,HasFurniture,Irregular,Prepare Phase,,,,,
328.5,2,1,3,HasFurniture,Irregular,Learning Phase,,,,,
330.96,2,1,3,HasFurniture,Irregular,Card,14,,-1.16011,-0.3119835,1.247514
344.18,2,1,3,HasFurniture,Irregular,Card,21,,-0.2280326,-0.3119835,-2.148621
346.38,2,1,3,HasFurniture,Irregular,Card,35,,-1.60557,0.2880164,-1.554997
