TimeSinceStart,TrialNo,TrialID,ParticipantID,FurnitureCondition,AlignmentCondition,Info,CardSeen,CardAnswered,CardPosition.x,CardPosition.y,CardPosition.z
319.84,1,Training,10,NoFurniture,Regular,Prepare Phase,,,,,
336.12,1,Training,10,NoFurniture,Regular,Learning Phase,,,,,
338.52,1,Training,10,NoFurniture,Regular,Card,15,,-0.9488835,-0.1336138,2.933096
344.06,1,Training,10,NoFurniture,Regular,Card,6,,1.547243,-0.4336139,2.414106
349,1,Training,10,NoFurniture,Regular,Card,25,,-1.460272,0.1663861,1.436941
359.76,1,Training,10,NoFurniture,Regular,Card,35,,1.028253,0.1663861,-0.0820204
362.76,1,Training,10,NoFurniture,Regular,Card,10,,0.02828198,-0.4336139,-0.07441854
363.16,1,Training,10,NoFurniture,Regular,Distractor,,,,,
363.16,1,Training,10,NoFurniture,Regular,Distractor Number: 8,,,,,
368.26,1,Training,10,NoFurniture,Regular,Distractor Number: 8,,,,,
371.04,1,Training,10,NoFurniture,Regular,Distractor Number: 8,,,,,
374.58,1,Training,10,NoFurniture,Regular,Distractor Number: 4,,,,,
376.86,1,Training,10,NoFurniture,Regular,Distractor Number: 4,,,,,
378.94,1,Training,10,NoFurniture,Regular,Distractor Number: 4,,,,,
380.76,1,Training,10,NoFurniture,Regular,Recall Phase,,,,,
388.54,1,Training,10,NoFurniture,Regular,Card,,10,0.02828198,-0.4336139,-0.07441854
394.14,1,Training,10,NoFurniture,Regular,Card,,15,-0.9488835,-0.1336138,2.933096
402.2,1,Training,10,NoFurniture,Regular,Card,,13,-1.460272,-0.1336138,1.436941
416.66,1,Training,10,NoFurniture,Regular,Card,,18,1.547243,-0.1336138,2.414106
420.66,1,Training,10,NoFurniture,Regular,Card,,8,1.53204,-0.4336139,0.4141641
427.32,1,Training,10,NoFurniture,Regular,Result,,,,,
595.16,2,1,10,NoFurniture,Regular,Prepare Phase,,,,,
598.22,2,1,10,NoFurniture,Regular,Learning Phase,,,,,
600.02,2,1,10,NoFurniture,Regular,Card,16,,0.8506356,0.631643,5.687785
603.44,2,1,10,NoFurniture,Regular,Card,6,,2.349155,0.3316429,5.183364
606.86,2,1,10,NoFurniture,Regular,Card,20,,2.343257,0.631643,3.183373
609.68,2,1,10,NoFurniture,Regular,Card,34,,0.8417897,0.9316429,2.687799
611.78,2,1,10,NoFurniture,Regular,Card,0,,-0.6567294,0.3316429,3.192219
613.58,2,1,10,NoFurniture,Regular,Distractor,,,,,
613.58,2,1,10,NoFurniture,Regular,Distractor Number: 2,,,,,
618.56,2,1,10,NoFurniture,Regular,Distractor Number: 6,,,,,
621.24,2,1,10,NoFurniture,Regular,Distractor Number: 2,,,,,
623.22,2,1,10,NoFurniture,Regular,Distractor Number: 1,,,,,
625.7,2,1,10,NoFurniture,Regular,Distractor Number: 5,,,,,
627.6,2,1,10,NoFurniture,Regular,Distractor Number: 5,,,,,
631.34,2,1,10,NoFurniture,Regular,Recall Phase,,,,,
635.58,2,1,10,NoFurniture,Regular,Card,,15,-0.14936,0.631643,5.690734
640.18,2,1,10,NoFurniture,Regular,Card,,6,2.349155,0.3316429,5.183364
643.52,2,1,10,NoFurniture,Regular,Card,,20,2.343257,0.631643,3.183373
646.34,2,1,10,NoFurniture,Regular,Card,,34,0.8417897,0.9316429,2.687799
648.84,2,1,10,NoFurniture,Regular,Card,,12,-0.6567294,0.631643,3.192219
655.96,2,1,10,NoFurniture,Regular,Result,,,,,
660.74,3,2,10,NoFurniture,Regular,Prepare Phase,,,,,
665.24,3,2,10,NoFurniture,Regular,Learning Phase,,,,,
666.46,3,2,10,NoFurniture,Regular,Card,16,,0.8506356,0.631643,5.687785
671.88,3,2,10,NoFurniture,Regular,Card,11,,1.841785,0.3316429,2.68485
673.76,3,2,10,NoFurniture,Regular,Card,34,,0.8417897,0.9316429,2.687799
679.4,3,2,10,NoFurniture,Regular,Card,1,,-0.6537808,0.3316429,4.192215
680.78,3,2,10,NoFurniture,Regular,Card,26,,-0.6508321,0.9316429,5.19221
681.6,3,2,10,NoFurniture,Regular,Distractor,,,,,
681.6,3,2,10,NoFurniture,Regular,Distractor Number: 3,,,,,
687.64,3,2,10,NoFurniture,Regular,Distractor Number: 3,,,,,
690.24,3,2,10,NoFurniture,Regular,Distractor Number: 2,,,,,
692.26,3,2,10,NoFurniture,Regular,Distractor Number: 1,,,,,
694.64,3,2,10,NoFurniture,Regular,Distractor Number: 2,,,,,
698.68,3,2,10,NoFurniture,Regular,Recall Phase,,,,,
702.04,3,2,10,NoFurniture,Regular,Card,,16,0.8506356,0.631643,5.687785
713.22,3,2,10,NoFurniture,Regular,Card,,6,2.349155,0.3316429,5.183364
718.08,3,2,10,NoFurniture,Regular,Card,,22,0.8417897,0.631643,2.687799
729.34,3,2,10,NoFurniture,Regular,Card,,34,0.8417897,0.9316429,2.687799
737.42,3,2,10,NoFurniture,Regular,Card,,1,-0.6537808,0.3316429,4.192215
750.32,3,2,10,NoFurniture,Regular,Result,,,,,
761.1,4,3,10,NoFurniture,Regular,Prepare Phase,,,,,
762.72,4,3,10,NoFurniture,Regular,Learning Phase,,,,,
765.32,4,3,10,NoFurniture,Regular,Card,28,,0.8506356,0.9316429,5.687785
768.6,4,3,10,NoFurniture,Regular,Card,23,,1.841785,0.631643,2.68485
771.52,4,3,10,NoFurniture,Regular,Card,21,,-0.1582059,0.631643,2.690747
771.78,4,3,10,NoFurniture,Regular,Card,26,,-0.6508321,0.9316429,5.19221
777.34,4,3,10,NoFurniture,Regular,Card,1,,-0.6537808,0.3316429,4.192215
780.18,4,3,10,NoFurniture,Regular,Distractor,,,,,
780.18,4,3,10,NoFurniture,Regular,Distractor Number: 8,,,,,
784.98,4,3,10,NoFurniture,Regular,Distractor Number: 2,,,,,
786.14,4,3,10,NoFurniture,Regular,Distractor Number: 6,,,,,
786.54,4,3,10,NoFurniture,Regular,Distractor Number: 8,,,,,
789.28,4,3,10,NoFurniture,Regular,Distractor Number: 5,,,,,
791.94,4,3,10,NoFurniture,Regular,Distractor Number: 4,,,,,
794.48,4,3,10,NoFurniture,Regular,Distractor Number: 2,,,,,
796.54,4,3,10,NoFurniture,Regular,Distractor Number: 5,,,,,
798.68,4,3,10,NoFurniture,Regular,Distractor Number: 8,,,,,
800.96,4,3,10,NoFurniture,Regular,Distractor Number: 6,,,,,
801.58,4,3,10,NoFurniture,Regular,Recall Phase,,,,,
804.5,4,3,10,NoFurniture,Regular,Card,,28,0.8506356,0.9316429,5.687785
808.44,4,3,10,NoFurniture,Regular,Card,,23,1.841785,0.631643,2.68485
811.12,4,3,10,NoFurniture,Regular,Card,,21,-0.1582059,0.631643,2.690747
813.58,4,3,10,NoFurniture,Regular,Card,,1,-0.6537808,0.3316429,4.192215
815.22,4,3,10,NoFurniture,Regular,Card,,26,-0.6508321,0.9316429,5.19221
819.1,4,3,10,NoFurniture,Regular,Result,,,,,
822.22,5,4,10,NoFurniture,Regular,Prepare Phase,,,,,
823.82,5,4,10,NoFurniture,Regular,Learning Phase,,,,,
826.2,5,4,10,NoFurniture,Regular,Card,29,,1.850631,0.9316429,5.684836
831.52,5,4,10,NoFurniture,Regular,Card,34,,0.8417897,0.9316429,2.687799
835.16,5,4,10,NoFurniture,Regular,Card,14,,-0.6508321,0.631643,5.19221
