TimeSinceStart,TrialNo,TrialID,ParticipantID,FurnitureCondition,AlignmentCondition,Info,CardSeen,CardAnswered,CardPosition.x,CardPosition.y,CardPosition.z
227.16,1,Training,12,NoFurniture,Irregular,Prepare Phase,,,,,
328.48,1,Training,12,NoFurniture,Irregular,Learning Phase,,,,,
334.24,1,Training,12,NoFurniture,Irregular,Card,21,,-0.1958021,-0.4420121,0.8550267
339.02,1,Training,12,NoFurniture,Irregular,Card,4,,-3.10126,-0.6420122,1.603902
348.28,1,Training,12,NoFurniture,Irregular,Card,35,,-0.54593,0.1579878,-0.6035379
351.66,1,Training,12,NoFurniture,Irregular,Card,13,,-1.924793,-0.4420121,-0.9924279
379.76,1,Training,12,NoFurniture,Irregular,Card,6,,-2.245533,-0.6420122,2.169791
379.76,1,Training,12,NoFurniture,Irregular,Distractor,,,,,
379.76,1,Training,12,NoFurniture,Irregular,Distractor Number: 7,,,,,
384.74,1,Training,12,NoFurniture,Irregular,Distractor Number: 2,,,,,
388.28,1,Training,12,NoFurniture,Irregular,Distractor Number: 1,,,,,
391.64,1,Training,12,NoFurniture,Irregular,Distractor Number: 2,,,,,
393.58,1,Training,12,NoFurniture,Irregular,Distractor Number: 7,,,,,
396.08,1,Training,12,NoFurniture,Irregular,Distractor Number: 5,,,,,
396.38,1,Training,12,NoFurniture,Irregular,Recall Phase,,,,,
407.7,1,Training,12,NoFurniture,Irregular,Card,,5,-2.984551,-0.4920121,2.09009
413.74,1,Training,12,NoFurniture,Irregular,Card,,28,-3.10126,-0.04201221,1.603902
417.56,1,Training,12,NoFurniture,Irregular,Card,,23,-0.54593,-0.1420121,-0.6035379
419.98,1,Training,12,NoFurniture,Irregular,Card,,13,-1.924793,-0.4420121,-0.9924279
437.82,1,Training,12,NoFurniture,Irregular,Card,,9,-0.1958021,-0.7420121,0.8550267
450.16,1,Training,12,NoFurniture,Irregular,Result,,,,,
458.5,2,1,12,NoFurniture,Irregular,Prepare Phase,,,,,
664.54,2,1,12,NoFurniture,Irregular,Learning Phase,,,,,
667.22,2,1,12,NoFurniture,Irregular,Card,28,,-3.485647,0.05197227,0.3309267
