15,-0.14936,0.631643,5.690734,6,2.349155,0.3316429,5.183364,20,2.343257,0.631643,3.183373,34,0.8417897,0.9316429,2.687799,12,-0.6567294,0.631643,3.192219,
16,0.8506356,0.631643,5.687785,6,2.349155,0.3316429,5.183364,22,0.8417897,0.631643,2.687799,34,0.8417897,0.9316429,2.687799,1,-0.6537808,0.3316429,4.192215,
28,0.8506356,0.9316429,5.687785,23,1.841785,0.631643,2.68485,21,-0.1582059,0.631643,2.690747,1,-0.6537808,0.3316429,4.192215,26,-0.6508321,0.9316429,5.19221,
29,1.850631,0.9316429,5.684836,0,-0.6567294,0.3316429,3.192219,14,-0.6508321,0.631643,5.19221,34,0.8417897,0.9316429,2.687799,21,-0.1582059,0.631643,2.690747,
15,-0.14936,0.631643,5.690734,22,0.8417897,0.631643,2.687799,12,-0.6567294,0.631643,3.192219,7,2.346206,0.3316429,4.183369,20,2.343257,0.631643,3.183373,
16,-1.364781,-0.2133864,3.734882,18,-0.6124756,-0.2133864,3.03736,8,-0.6065373,-0.2633864,1.23737,22,-2.304878,-0.01338637,0.7317642,12,-3.606521,-0.1633865,1.227473,
28,-1.364781,0.08661354,3.734882,31,-0.6091765,0.08661354,2.037366,33,-1.404884,-0.01338637,0.7347333,11,-2.904875,-0.3133864,0.7297847,24,-3.606521,0.1366136,1.227473,
28,-1.364781,0.08661354,3.734882,31,-0.6091765,0.08661354,2.037366,33,-1.404884,-0.01338637,0.7347333,11,-2.904875,-0.3133864,0.7297847,14,-3.613944,-0.3133863,3.47746,
28,-1.364781,0.08661354,3.734882,9,-1.404884,-0.6133864,0.7347333,8,-0.6065373,-0.2633864,1.23737,11,-2.904875,-0.3133864,0.7297847,14,-3.613944,-0.3133863,3.47746,
27,-3.014772,0.08661354,3.729439,16,-1.364781,-0.2133864,3.734882,12,-3.606521,-0.1633865,1.227473,20,-0.6065373,0.03661358,1.23737,33,-1.404884,-0.01338637,0.7347333,
27,-3.035224,1.119757,-1.895203,17,-5.034465,0.8197568,-1.840094,7,-5.492943,0.5197567,-0.326886,11,-4.951801,0.5197567,1.158767,25,-2.494082,1.119757,-0.4095501,
6,-5.513179,0.5044283,-1.342485,32,-5.453881,1.104428,0.6566362,21,-2.940156,0.8044283,1.082295,13,-2.484849,0.8044283,-0.4318699,2,-2.514498,0.5044283,-1.43143,
15,-3.029361,0.8154507,-1.894896,29,-5.028562,1.115451,-1.838327,19,-5.485934,0.8154507,-0.3247846,1,-2.487134,0.5154506,-0.4096386,35,-4.943707,1.115451,1.160473,
29,-5.025123,1.118019,-1.834653,20,-5.459304,0.8180191,0.6776143,0,-2.460339,0.518019,0.5988392,1,-2.486597,0.518019,-0.4008161,10,-3.946692,0.518019,1.138054,
15,-3.035608,0.803244,-1.913202,8,-5.463993,0.5032439,0.6564178,31,-5.49224,1.103244,-0.3431833,22,-3.950468,0.803244,1.113848,25,-2.493437,1.103244,-0.4279244,
4,-4.730375,0.3295893,-1.979103,7,-5.434282,0.3295893,-0.2595061,33,-4.599533,0.8295894,1.018459,14,-2.474454,0.5295894,-1.789839,23,-3.100078,0.8295894,0.9780288,
29,-5.215956,1.093075,-1.956394,15,-3.066394,0.643075,-1.999802,9,-4.6055,0.243075,1.03189,0,-2.416043,0.393075,0.4875753,34,-3.705683,1.143075,1.01372,
3,-3.081698,0.3438424,-2.022768,32,-5.41018,1.193843,0.5439748,34,-3.696745,1.143842,0.9957938,0,-2.411375,0.3938425,0.4593009,19,-5.43276,0.6438425,-0.2557065,
30,-5.46733,0.9477146,-1.267332,28,-4.733299,0.9477146,-1.984058,21,-4.615693,0.5477147,1.014053,13,-2.444426,0.5477147,-0.2852173,34,-3.715921,1.147715,0.9937668,
3,-3.077359,0.3500548,-2.016422,30,-5.459947,0.9500548,-1.259272,33,-4.605215,0.8500549,1.020955,13,-2.435712,0.5500549,-0.2812595,22,-3.705471,0.8500549,0.9994483,
