TimeSinceStart,TrialNo,TrialID,ParticipantID,FurnitureCondition,AlignmentCondition,Info,CardSeen,CardAnswered,CardPosition.x,CardPosition.y,CardPosition.z
186.6,1,Training,5,HasFurniture,Regular,Prepare Phase,,,,,
196.62,1,Training,5,HasFurniture,Regular,Learning Phase,,,,,
199.48,1,Training,5,HasFurniture,Regular,Card,2,,-1.790817,-0.4795232,1.572432
204.92,1,Training,5,HasFurniture,Regular,Card,30,,1.010031,0.1204768,2.647258
209.2,1,Training,5,HasFurniture,Regular,Card,20,,1.726582,-0.1795231,0.7800266
212.72,1,Training,5,HasFurniture,Regular,Card,11,,1.438912,-0.4795232,0.1340809
218.22,1,Training,5,HasFurniture,Regular,Card,25,,-1.432541,0.1204768,0.638816
219.82,1,Training,5,HasFurniture,Regular,Distractor,,,,,
219.82,1,Training,5,HasFurniture,Regular,Distractor Number: 6,,,,,
224.8,1,Training,5,HasFurniture,Regular,Distractor Number: 6,,,,,
228.48,1,Training,5,HasFurniture,Regular,Distractor Number: 3,,,,,
231.08,1,Training,5,HasFurniture,Regular,Distractor Number: 2,,,,,
233.76,1,Training,5,HasFurniture,Regular,Distractor Number: 2,,,,,
236.58,1,Training,5,HasFurniture,Regular,Distractor Number: 8,,,,,
237.04,1,Training,5,HasFurniture,Regular,Recall Phase,,,,,
244.72,1,Training,5,HasFurniture,Regular,Card,,2,-1.806447,-0.5115681,1.596735
248.64,1,Training,5,HasFurniture,Regular,Card,,30,0.9956717,0.08843195,2.668243
256.04,1,Training,5,HasFurniture,Regular,Card,,19,1.352841,-0.211568,1.734203
263.22,1,Training,5,HasFurniture,Regular,Card,,8,1.710011,-0.5115681,0.8001636
269.36,1,Training,5,HasFurniture,Regular,Card,,24,-1.092108,0.08843195,-0.2713445
274.4,1,Training,5,HasFurniture,Regular,Result,,,,,
329.12,2,1,5,HasFurniture,Regular,Prepare Phase,,,,,
336.1,2,1,5,HasFurniture,Regular,Learning Phase,,,,,
337.56,2,1,5,HasFurniture,Regular,Card,27,,-1.707679,0.1777298,1.329512
341.7,2,1,5,HasFurniture,Regular,Card,17,,0.176017,-0.1222701,2.00159
345.7,2,1,5,HasFurniture,Regular,Card,7,,1.151,-0.4222702,0.7568378
349.54,2,1,5,HasFurniture,Regular,Card,11,,1.184135,-0.4222702,-0.8239536
353.06,2,1,5,HasFurniture,Regular,Card,25,,-1.674544,0.1777298,-0.2512798
354.66,2,1,5,HasFurniture,Regular,Distractor,,,,,
354.66,2,1,5,HasFurniture,Regular,Distractor Number: 1,,,,,
359.56,2,1,5,HasFurniture,Regular,Distractor Number: 3,,,,,
362.18,2,1,5,HasFurniture,Regular,Distractor Number: 8,,,,,
364.84,2,1,5,HasFurniture,Regular,Distractor Number: 6,,,,,
368.52,2,1,5,HasFurniture,Regular,Distractor Number: 8,,,,,
